Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sorting_markers,source_name,SRA Study,strain,create_date,version
SRR8147297,8 weeks old,RNA-Seq,50,591938750,PRJNA503607,SAMN10366339,246739798,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967793,GSM3455288,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455288,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,Liver,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147298,8 weeks old,RNA-Seq,50,667806700,PRJNA503607,SAMN10366337,279816464,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967794,GSM3455289,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455289,CD45lo CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:23:00Z,1
SRR8147299,8 weeks old,RNA-Seq,50,657293300,PRJNA503607,SAMN10366387,274027667,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967795,GSM3455290,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455290,CD45lo CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147300,8 weeks old,RNA-Seq,50,665234800,PRJNA503607,SAMN10366386,275925738,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967796,GSM3455291,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455291,CD45lo CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:24:00Z,1
SRR8147301,8 weeks old,RNA-Seq,50,394395250,PRJNA503607,SAMN10366292,168067015,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967797,GSM3455292,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455292,CD45lo CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147302,8 weeks old,RNA-Seq,50,566697500,PRJNA503607,SAMN10366291,236914158,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967798,GSM3455293,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455293,CD45lo CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147303,8 weeks old,RNA-Seq,50,801774450,PRJNA503607,SAMN10366290,332258671,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967799,GSM3455294,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455294,CD45lo CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:24:00Z,1
SRR8147304,8 weeks old,RNA-Seq,50,674616000,PRJNA503607,SAMN10366289,283967754,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967800,GSM3455295,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455295,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,Kidney,SRP167701,C57BL/6J,2018-11-04T02:23:00Z,1
SRR8147305,8 weeks old,RNA-Seq,50,528761500,PRJNA503607,SAMN10366288,222312027,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967801,GSM3455296,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455296,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,Kidney,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147306,8 weeks old,RNA-Seq,50,613475350,PRJNA503607,SAMN10366287,258092396,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967802,GSM3455297,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455297,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,Kidney,SRP167701,C57BL/6J,2018-11-04T02:24:00Z,1
SRR8147307,8 weeks old,RNA-Seq,50,564598100,PRJNA503607,SAMN10366286,236578127,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967803,GSM3455298,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455298,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,Kidney,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147308,8 weeks old,RNA-Seq,50,675667700,PRJNA503607,SAMN10366285,282119269,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967804,GSM3455299,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455299,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,Kidney,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147309,8 weeks old,RNA-Seq,50,413183500,PRJNA503607,SAMN10366284,176748800,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967805,GSM3455300,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455300,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,Kidney,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147310,8 weeks old,RNA-Seq,50,506820000,PRJNA503607,SAMN10366336,210597973,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967806,GSM3455301,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455301,ICAM2+ F4/80+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147311,8 weeks old,RNA-Seq,50,390988000,PRJNA503607,SAMN10366335,166229345,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967807,GSM3455302,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455302,ICAM2+ F4/80+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147312,8 weeks old,RNA-Seq,50,615317000,PRJNA503607,SAMN10366334,255181352,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967808,GSM3455303,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455303,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103+ CD11b-,Lung,SRP167701,C57BL/6J,2018-11-04T02:23:00Z,1
SRR8147313,8 weeks old,RNA-Seq,50,669345700,PRJNA503607,SAMN10366333,278765298,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967809,GSM3455304,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455304,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103+ CD11b-,Lung,SRP167701,C57BL/6J,2018-11-04T02:25:00Z,1
SRR8147314,8 weeks old,RNA-Seq,50,852769700,PRJNA503607,SAMN10366332,355433779,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967810,GSM3455305,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455305,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103+ CD11b-,Lung,SRP167701,C57BL/6J,2018-11-04T02:26:00Z,1
SRR8147315,8 weeks old,RNA-Seq,50,584828300,PRJNA503607,SAMN10366331,246173829,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967811,GSM3455306,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455306,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103- CD11b+,Lung,SRP167701,C57BL/6J,2018-11-04T02:24:00Z,1
SRR8147316,8 weeks old,RNA-Seq,50,833177550,PRJNA503607,SAMN10366330,349485285,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967812,GSM3455307,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455307,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103- CD11b+,Lung,SRP167701,C57BL/6J,2018-11-04T02:26:00Z,1
SRR8147317,8 weeks old,RNA-Seq,50,715268700,PRJNA503607,SAMN10366329,299105616,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967813,GSM3455308,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455308,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103- CD11b+,Lung,SRP167701,C57BL/6J,2018-11-04T02:24:00Z,1
SRR8147318,8 weeks old,RNA-Seq,50,760852600,PRJNA503607,SAMN10366328,331228867,Dendritic Cell,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967814,GSM3455309,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455309,CD45+ MHCII+ CD11c+ CD8+ CD4-,Spleen,SRP167701,C57BL/6J,2018-11-04T06:39:00Z,1
SRR8147319,8 weeks old,RNA-Seq,50,678300350,PRJNA503607,SAMN10366327,284895814,Dendritic Cell,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967815,GSM3455310,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455310,CD45+ MHCII+ CD11c+ CD8+ CD4-,Spleen,SRP167701,C57BL/6J,2018-11-04T06:46:00Z,1
SRR8147320,8 weeks old,RNA-Seq,50,308067200,PRJNA503607,SAMN10366326,129449531,Dendritic Cell,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967816,GSM3455311,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455311,CD45+ MHCII+ CD11c+ CD8+ CD4-,Spleen,SRP167701,C57BL/6J,2018-11-04T06:36:00Z,1
SRR8147321,8 weeks old,RNA-Seq,50,418807450,PRJNA503607,SAMN10366325,178644517,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967817,GSM3455312,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455312,CD45+ lin- PI- MHCIIhi CD11c+ CD103+ CD11b-,Mediastinal LN,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147322,8 weeks old,RNA-Seq,50,645859300,PRJNA503607,SAMN10366324,270407712,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967818,GSM3455313,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455313,CD45+ lin- PI- MHCIIhi CD11c+ CD103+ CD11b-,Mediastinal LN,SRP167701,C57BL/6J,2018-11-04T02:26:00Z,1
SRR8147323,8 weeks old,RNA-Seq,50,559428700,PRJNA503607,SAMN10366323,233762210,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967819,GSM3455314,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455314,CD45+ lin- PI- MHCIIhi CD11c+ CD103+ CD11b-,Mediastinal LN,SRP167701,C57BL/6J,2018-11-04T02:24:00Z,1
SRR8147324,8 weeks old,RNA-Seq,50,635291050,PRJNA503607,SAMN10366322,265171142,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967820,GSM3455315,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455315,CD45+ lin- PI- MHCIIhi CD11c+ CD103- CD11b+,Mediastinal LN,SRP167701,C57BL/6J,2018-11-04T02:24:00Z,1
SRR8147325,8 weeks old,RNA-Seq,50,612040000,PRJNA503607,SAMN10366321,256217363,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967821,GSM3455316,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455316,CD45+ lin- PI- MHCIIhi CD11c+ CD103- CD11b+,Mediastinal LN,SRP167701,C57BL/6J,2018-11-04T02:25:00Z,1
SRR8147326,8 weeks old,RNA-Seq,50,830385700,PRJNA503607,SAMN10366320,349083172,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967822,GSM3455317,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455317,CD45+ lin- PI- MHCII+ CD11chi CD8- CD11b+,Mediastinal LN,SRP167701,C57BL/6J,2018-11-04T02:24:00Z,1
SRR8147327,8 weeks old,RNA-Seq,50,892068650,PRJNA503607,SAMN10366319,372349090,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967823,GSM3455318,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455318,CD45+ lin- PI- MHCII+ CD11chi CD8- CD11b+,Mediastinal LN,SRP167701,C57BL/6J,2018-11-04T02:27:00Z,1
SRR8147328,8 weeks old,RNA-Seq,50,919498050,PRJNA503607,SAMN10366318,383058945,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967824,GSM3455319,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455319,CD45+ lin- PI- MHCII+ CD11chi CD8- CD11b+,Mediastinal LN,SRP167701,C57BL/6J,2018-11-04T02:27:00Z,1
SRR8147329,8 weeks old,RNA-Seq,50,582107600,PRJNA503607,SAMN10366317,248827415,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967825,GSM3455320,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455320,CD45+ lin- PI- MHCII+ CD11chi CD8+ CD11b-,Mediastinal LN,SRP167701,C57BL/6J,2018-11-04T02:25:00Z,1
SRR8147330,8 weeks old,RNA-Seq,50,654167950,PRJNA503607,SAMN10366316,274094410,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967826,GSM3455321,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455321,CD45+ lin- PI- MHCII+ CD11chi CD8+ CD11b-,Mediastinal LN,SRP167701,C57BL/6J,2018-11-04T02:26:00Z,1
SRR8147331,8 weeks old,RNA-Seq,50,669063600,PRJNA503607,SAMN10366428,279339513,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967827,GSM3455322,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455322,CD45+ lin- PI- MHCII+ CD11chi CD8+ CD11b-,Mediastinal LN,SRP167701,C57BL/6J,2018-11-04T02:24:00Z,1
SRR8147332,8 weeks old,RNA-Seq,50,387862450,PRJNA503607,SAMN10366427,173237698,Macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967828,GSM3455323,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455323,CD45+ Ly6G- SiglecF+ CD11c+,Lung,SRP167701,C57BL/6J,2018-11-04T06:45:00Z,1
SRR8147333,8 weeks old,RNA-Seq,50,253300700,PRJNA503607,SAMN10366426,109637582,Macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967829,GSM3455324,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455324,CD45+ Ly6G- SiglecF+ CD11c+,Lung,SRP167701,C57BL/6J,2018-11-04T06:44:00Z,1
SRR8147334,8 weeks old,RNA-Seq,50,417116550,PRJNA503607,SAMN10366425,171120455,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967830,GSM3455325,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455325,CD45lo CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147335,8 weeks old,RNA-Seq,50,360359050,PRJNA503607,SAMN10366424,148026430,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967831,GSM3455326,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455326,CD45lo CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:23:00Z,1
SRR8147336,8 weeks old,RNA-Seq,50,361680700,PRJNA503607,SAMN10366423,148269763,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967832,GSM3455327,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455327,CD45lo CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:23:00Z,1
SRR8147337,8 weeks old,RNA-Seq,50,231469000,PRJNA503607,SAMN10366422,98211511,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967833,GSM3455328,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455328,CD45lo CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147338,8 weeks old,RNA-Seq,50,331123100,PRJNA503607,SAMN10366421,136549893,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967834,GSM3455329,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455329,CD45lo CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147339,8 weeks old,RNA-Seq,50,225420600,PRJNA503607,SAMN10366420,94215958,Macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967835,GSM3455330,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455330,CD45+ SiglecF+ CD11c+,Lung,SRP167701,C57BL/6J,2018-11-04T06:44:00Z,1
SRR8147340,8 weeks old,RNA-Seq,50,719729300,PRJNA503607,SAMN10366419,298767378,Microglia,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967836,GSM3455331,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455331,lin- PI- CD45int CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:26:00Z,1
SRR8147341,8 weeks old,RNA-Seq,50,812552700,PRJNA503607,SAMN10366418,337990785,Microglia,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967837,GSM3455332,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455332,lin- PI- CD45int CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:25:00Z,1
SRR8147342,8 weeks old,RNA-Seq,50,844999000,PRJNA503607,SAMN10366417,354694598,Microglia,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967838,GSM3455333,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455333,lin- PI- CD45int CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:25:00Z,1
SRR8147343,8 weeks old,RNA-Seq,50,661285500,PRJNA503607,SAMN10366416,276353282,Microglia,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967839,GSM3455334,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455334,lin- PI- CD45int CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:25:00Z,1
SRR8147344,8 weeks old,RNA-Seq,50,876068000,PRJNA503607,SAMN10366415,365172891,Microglia,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967840,GSM3455335,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455335,lin- PI- CD45int CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:28:00Z,1
SRR8147345,8 weeks old,RNA-Seq,50,1066420350,PRJNA503607,SAMN10366414,444684402,Microglia,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967841,GSM3455336,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455336,lin- PI- CD45int CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:30:00Z,1
SRR8147346,8 weeks old,RNA-Seq,50,737771650,PRJNA503607,SAMN10366413,307832245,Microglia,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967842,GSM3455337,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455337,lin- PI- CD45int CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:26:00Z,1
SRR8147347,8 weeks old,RNA-Seq,50,850164300,PRJNA503607,SAMN10366412,352585944,Microglia,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967843,GSM3455338,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455338,lin- PI- CD45int CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:26:00Z,1
SRR8147348,8 weeks old,RNA-Seq,50,363969750,PRJNA503607,SAMN10366411,154854136,Microglia,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967844,GSM3455339,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455339,lin- PI- CD45int CD11b+,Brain,SRP167701,C57BL/6J,2018-11-04T02:23:00Z,1
SRR8147349,8 weeks old,RNA-Seq,50,784233650,PRJNA503607,SAMN10366410,327781746,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967845,GSM3455340,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455340,CD45+ CD3- B220- CD11b+ Ly6C- Cx3cr1+,Blood,SRP167701,C57BL/6J,2018-11-04T02:27:00Z,1
SRR8147350,8 weeks old,RNA-Seq,50,678215400,PRJNA503607,SAMN10366409,282535008,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967846,GSM3455341,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455341,CD45+ Ly6G- SiglecF- F4/80+ Ly6C- CD11b+ Cx3cr1+,Lung,SRP167701,C57BL/6J,2018-11-04T02:25:00Z,1
